,Title,Author,Series,Lang,Label
49,2001,Clarke Arthur C,Odyssey 1,English,Non-Indian
50,2001,Clarke Arthur C,Odyssey 1,English,Non-Indian
51,2001,Clarke Arthur C,Odyssey 1,English,Non-Indian
52,2001,Clarke Arthur C,Odyssey 1,English,Non-Indian
53,2001,Clarke Arthur C,Odyssey 1,English,Non-Indian
54,2001,Clarke Arthur C,Odyssey 1,English,Non-Indian
55,2001,Clarke Arthur C,Odyssey 1,English,Non-Indian
56,2001,Clarke Arthur C,Odyssey 1,English,Non-Indian
57,2001,Clarke Arthur C,Odessey 1,English,Non-Indian
58,2001,Clarke Arthur C,Odessey 1,English,Non-Indian
59,2010,Clarke Arthur C,Odyssey 2,English,Non-Indian
60,2010,Clarke Arthur C,Odyssey 2,English,Non-Indian
61,2010,Clarke Arthur C,Odyssey 2,English,Non-Indian
62,2010,Clarke Arthur C,Odyssey 2,English,Non-Indian
63,2010,Clarke Arthur C,Odyssey 2,English,Non-Indian
64,2010,Clarke Arthur C,Odyssey 2,English,Non-Indian
65,2010,Clarke Arthur C,Odyssey 2,English,Non-Indian
66,2010,Clarke Arthur C,Odyssey 2,English,Non-Indian
67,2010,Clarke Arthur C,Odyssey 2,English,Non-Indian
68,2010,Clarke Arthur C,Odyssey 2,English,Non-Indian
69,2010,Clarke Arthur C,Odyssey 2,English,Non-Indian
70,2010,Clarke Arthur C,Odissey 2,English,Non-Indian
71,2010,Clarke Arthur C,Odissey 2,English,Non-Indian
72,2010,Clarke Arthur C,Odissey 2,English,Non-Indian
73,2010,Clarke Arthur C,Odissey 2,English,Non-Indian
74,2061,Clarke Arthur C,Odyssey 3,English,Non-Indian
75,2061,Clarke Arthur C,Odyssey 3,English,Non-Indian
76,2061,Clarke Arthur C,Odyssey 3,English,Non-Indian
77,2061,Clarke Arthur C,Odyssey 3,English,Non-Indian
78,2061,Clarke Arthur C,Odyssey 3,English,Non-Indian
79,2061,Clarke Arthur C,Odyssey 3,English,Non-Indian
80,2061,Clarke Arthur C,Odyssey 3,English,Non-Indian
81,2061,Clarke Arthur C,Odyssey 3,English,Non-Indian
82,2061,Clarke Arthur C,Odyssey 3,English,Non-Indian
83,2061,Clarke Arthur C,Odyssey 3,English,Non-Indian
84,2061,Clarke Arthur C,Odyssey 3,English,Non-Indian
85,2061,Clarke Arthur C,Odyssey 3,English,Non-Indian
86,2061,Clarke Arthur C,Odyssey 3,English,Non-Indian
87,2095,Scieszka Jon,Time Warp Trio 5,English,Non-Indian
88,2095,Scieszka Jon,Time Warp Trio 5,English,Non-Indian
89,3001,Clarke Arthur C,Odessey 4,English,Non-Indian
90,3001,Clarke Arthur C,Odessey 4,English,Non-Indian
91,3001,Clarke Arthur C,Odessey 4,English,Non-Indian
92,3001,Clarke Arthur C,Odessey 4,English,Non-Indian
93,3001,Clarke Arthur C,Odyssey 4,English,Non-Indian
94,3001,Clarke Arthur C,Odyssey 4,English,Non-Indian
95,3001,Clarke Arthur C,Odyssey 4,English,Non-Indian
96,3001,Clarke Arthur C,Odyssey 4,English,Non-Indian
97,3001,Clarke Arthur C,Odyssey 4,English,Non-Indian
98,3001,Clarke Arthur C,Odyssey 4,English,Non-Indian
99,3001,Clarke Arthur C,Odyssey 4,English,Non-Indian
100,3001,Clarke Arthur C,Odyssey 4,English,Non-Indian
101,3001,Clarke Arthur C,NA,English,Non-Indian
102,3001,Clarke Arthur C,Odessey 4,English,Non-Indian
103,3001,Clarke Arthur C,Odessey 4,English,Non-Indian
104,3001,Clarke Arthur C,Odessey 4,English,Non-Indian
105,$16949,Niven Larry,NA,English,Non-Indian
106,$30000 Bequest And Other Stories The,Twain Mark,NA,English,Non-Indian
107,(1933-07) Pirate of the Pacific,Robeson Kenneth,Doc Savage 5 (B019),English,Non-Indian
108,(Serious) Actualism and (Serious) Presentism,Bergmann Michael,NA,English,Non-Indian
109,01 Cloud Warrior,Tilley Patrick,NA,English,Non-Indian
110,10 Dragonflight,McCaffrey Anne,NA,English,Non-Indian
111,10 Mirror Dance,Bujold Lois McMaster,NA,English,Non-Indian
112,10 The Model of a Judge,Morrison William,Galaxy 1953,English,Non-Indian
113,10 The Model of a Judge,Morrison William,Galaxy 1953,English,Non-Indian
114,10 years of Nebula Awards,Dickson Gordon R,NA,English,Non-Indian
115,10 years of Nebula Awards,Dickson Gordon R,NA,English,Non-Indian
116,100724,Bisson Terry,NA,English,Non-Indian
117,10^16 To 1,Kelly James Patrick,NA,English,Non-Indian
118,10^16 To 1,Kelly James Patrick,NA,English,Non-Indian
119,100 Fathoms Under,Blaine John,Rick Brant 4,English,Non-Indian
120,100 Fathoms Under,Blaine John,Rick Brant 4,English,Non-Indian
121,100 Fathoms Under,Blaine John,Rick Brant 4,English,Non-Indian
122,10000 Light Years From Home,Tiptree James Jr,NA,English,Non-Indian
123,10000 Light Years From Home,Tiptree James Jr,NA,English,Non-Indian
124,11 Memory,Bujold Lois McMaster,NA,English,Non-Indian
125,12 Chronicles of Pern First Fall,McCaffrey Anne,PERN,English,Non-Indian
126,12 Sharpe\,NA,NA,NA,Non-Indian
127,120 days of sodom,de Sade Marquis,NA,English,Non-Indian
128,1-25 Periodic Table Of Science Fiction,Swanwick Michael,NA,English,Non-Indian
129,13  Dialogue On The Way Of Knowledge Part II,Castaneda Carlos,NA,English,Non-Indian
130,13 Bullets,Wellington David,NA,English,Non-Indian
131,14  Dialogue On The Way Of Knowledge Part III,Castaneda Carlos,NA,English,Non-Indian
132,15  Dialogue On The Way Of Knowledge Part IV,Castaneda Carlos,NA,English,Non-Indian
133,16  Dialogue On The Way Of Knowledge Part V,Castaneda Carlos,NA,English,Non-Indian
134,1634 The Baltic War,Flint Eric; Weber David,Grantville 5,English,Non-Indian
135,1634 The Baltic War,Flint Eric,Grantville 5,English,Non-Indian
136,1634 The Baltic War42,Flint Eric; Weber David,NA,English,Non-Indian
137,1634 The Baltic War42,Flint Eric; Weber David,NA,English,Non-Indian
138,1634 The Bavarian Crisis,Flint Eric; DeMarce Virginia,Grantville 6,English,Non-Indian
139,1634 The Bavarian Crisis,Flint Eric,Grantville 6,English,Non-Indian
140,1634 The Bavarian Crisis,Flint Eric,Grantville 6,English,Non-Indian
141,1634 The Bavarian Crisis,Flint Eric,Grantville 6,English,Non-Indian
142,1634 The Galileo Affair,Flint Eric,Ring of Fire 3,English,Non-Indian
143,1634 The Galileo Affair,Flint Eric,Ring of Fire 3,English,Non-Indian
144,1634 The Galileo Affair,Flint Eric; Dennis Andrew,Ring of Fire 3,English,Non-Indian
145,1634 The Galileo Affair,Flint Eric,Ring of Fire 3,English,Non-Indian
146,1634 The Galileo Affair,Flint Eric,Ring of Fire 3,English,Non-Indian
147,1634 The Galileo Affair,Flint Eric,Ring of Fire 3,English,Non-Indian
148,1634 The Galileo Affair,Flint Eric,Ring of Fire 3,English,Non-Indian
149,1634 The Galileo Affair,Flewelling Lynn,NA,English,Non-Indian
150,1634 The Galileo Affair,Flint Eric,Ring of Fire 3,English,Non-Indian
151,1634 The Ram Rebellion,Flint Eric,Ring of Fire 4,English,Non-Indian
152,1634 The Ram Rebellion,Flint Eric,Grantville 4,English,Non-Indian
153,1634 The Ram Rebellion,Flint Eric,Grantville 4,English,Non-Indian
154,1634 The Ram Rebellion,Flint Eric,Ring of Fire 4,English,Non-Indian
155,1634 The Ram Rebellion,Flint Eric; DeMarce Virginia,Ring of Fire 4,English,Non-Indian
156,1634 The Ram Rebellion,Flint Eric; DeMarce Virginia,Ring of Fire 4,English,Non-Indian
157,1634 The Ram Rebellion,Flint Eric,Ring of Fire 4,English,Non-Indian
158,1634 The Ram Rebellion,Flint Eric,Ring of Fire 4,English,Non-Indian
159,1634; The Galileo Affair,Flint Eric; Dennis A,Ring of Fire 3,English,Non-Indian
160,1634; The Ram Rebellion,Flint Eric; DeMarce Virginia,Ring of Fire 4,English,Non-Indian
161,1634; The Ram Rebellion,Flint Eric; DeMarce Virginia,Ring of Fire 4,English,Non-Indian
162,1634-The Bavarian Crisis,Flint Eric,Ring of Fire 4,English,Non-Indian
164,1635 Cannon Law ( advance reader copy),Flint Eric; Dennis Andrew,Ring of Fire 5,English,Non-Indian
165,1635 Cannon Law ( ARC),Flint Eric,Ring of Fire 5,English,Non-Indian
166,1635 The Cannon Law,Flint Eric,Ring of Fire 5,English,Non-Indian
167,1635 The Cannon Law,Flint Eric,Ring of Fire 5,English,Non-Indian
168,1635 The Cannon Law,Flint Eric; Dennis Andrew,Ring of Fire 5,English,Non-Indian
169,1635 The Cannon Law,Flint Eric; Dennis Andrew,Ring of Fire 5,English,Non-Indian
170,1635 The Cannon Law,Flint Eric; Dennis Andrew,Ring of Fire 5,English,Non-Indian
171,1635 The Cannon Law,Flint Eric; Dennis Andrew,Ring of Fire 5,English,Non-Indian
172,1635 The Canon Law (with Andrew Dennis)(ARC),Flint Eric,Ring of Fire 5,English,Non-Indian
173,1635 The Dreeson Incident,Flint Eric; DeMarce Virginia,NA,English,Non-Indian
174,1635-The Cannon Law ARC,Flint Eric,Ring of Fire 5,English,Non-Indian
175,1635-The Cannon Law ARC,Flint Eric,Ring of Fire 5,English,Non-Indian
176,1635-The Cannon Law ARC,Flint Eric,Ring of Fire 5,English,Non-Indian
177,17  Dialogue On The Way Of Knowledge Part VI,Castaneda Carlos,NA,English,Non-Indian
178,17 24,Bisson Terry,NA,English,Non-Indian
179,1799 Sharpe\,NA,NA,NA,Non-Indian
180,18  Dialogue On The Way Of Knowledge Part VII,Castaneda Carlos,NA,English,Non-Indian
181,18 Essays and Short Fiction,Blish James,NA,English,Non-Indian
182,18 Essays and Short Fiction,Blish James,NA,English,Non-Indian
183,1-800-Clone-Me,Lee Mary Soon,NA,English,Non-Indian
184,1803 09 Sharpe\,NA,NA,NA,Non-Indian
185,1803 12 Sharpe\,NA,NA,NA,Non-Indian
186,1807 09 Sharpe\,NA,NA,NA,Non-Indian
187,1810 08 Sharpe\,NA,NA,NA,Non-Indian
188,1811 05 Sharpe\,NA,NA,NA,Non-Indian
189,1812 04 Sharpe\,NA,NA,NA,Non-Indian
190,1812 08 Sharpe\,NA,NA,NA,Non-Indian
191,1812 10 Sharpe\,NA,NA,NA,Non-Indian
192,1812 Sharpe\,NA,NA,NA,Non-Indian
193,1812 The Rivers Of War,Flint Eric,TOG 1,English,Non-Indian
194,1812 The Rivers Of War,Flint Eric,TOG 1,English,Non-Indian
195,1812 The Rivers Of War,Flint Eric,TOG 1,English,Non-Indian
196,1812 The Rivers of War,Flint Eric,TOG 1,English,Non-Indian
197,1812 The Rivers Of War,Flint Eric,TOG 1,English,Non-Indian
198,1813 02 Sharpe\,NA,NA,NA,Non-Indian
199,1813 06 Sharpe\,NA,NA,NA,Non-Indian
200,1813 The Rivers of War,Flint Eric,TOG 1,English,Non-Indian
201,1813C Sharpe\,NA,NA,NA,Non-Indian
202,1814 03 Sharpe\,NA,NA,NA,Non-Indian
203,1814 10 Sharpe\,NA,NA,NA,Non-Indian
204,1814 The Rivers of War,Flint Eric,TOG 1,English,Non-Indian
205,1815 06 Sharpe\,NA,NA,NA,Non-Indian
206,1815 06 Sharpe\,NA,NA,NA,Non-Indian
207,1816 12 Sharpe\,NA,NA,NA,Non-Indian
208,1816R Sharpe\,NA,NA,NA,Non-Indian
209,1824 The Arkansas War,Flint Eric,NA,English,Non-Indian
210,1824 The Arkansas War,Flint Eric,TOG 2,English,Non-Indian
211,1824 The Arkansas War,Flint Eric,TOG 2,English,Non-Indian
212,1824 The Arkansas War,Flint Eric,TOG 2,English,Non-Indian
213,1824 The Arkansas War,Flint Eric,TOG 2,English,Non-Indian
214,1824 The Arkansas War,Flint Eric,TOG 2,English,Non-Indian
215,1868 Toast To Woman,Twain Mark,NA,English,Non-Indian
216,19  Dialogue On The Way Of Knowledge Part VIII,Castaneda Carlos,NA,English,Non-Indian
217,1907 Diary Fragments,Crowley Aleister,NA,English,Non-Indian
218,1907 diary fragments englisch),Crowley Aleister,NA,English,Non-Indian
219,1952-1964,Farmer Phillip Jose,NA,English,Non-Indian
220,1952-1964,Farmer Phillip Jose,NA,English,Non-Indian
221,1967,Russell Bertrand,NA,English,Non-Indian
222,1968,Haldeman Joe William,NA,English,Non-Indian
223,1968,Haldeman Joe William,NA,English,Non-Indian
224,1968,Haldeman Joe William,NA,English,Non-Indian
225,1981 And Counting,Budrys Algis,NA,English,Non-Indian
226,1981 and Counting,Budrys Algis,NA,English,Non-Indian
227,1981 and Counting,Budrys Algis,NA,English,Non-Indian
228,1984,Orwell George,NA,English,Non-Indian
229,1984,Orwell George,NA,English,Non-Indian
230,1984,Orwell George,NA,English,Non-Indian
231,1984,Orwell George,NA,English,Non-Indian
232,1984,Orwell George,NA,English,Non-Indian
233,1984,Orwell George,NA,English,Non-Indian
234,1984,Orwell George,NA,English,Non-Indian
235,1984,Orwell George,NA,English,Non-Indian
236,1984,Orwell George,NA,English,Non-Indian
237,1984,Orwell George,NA,English,Non-Indian
238,1984,Orwell George,NA,English,Non-Indian
239,1984,Orwell George,NA,English,Non-Indian
240,1st to Die,Patterson James,NA,English,Non-Indian
241,1st To Die,Patterson James,The Women\,NA,Non-Indian
242,1st to Die,Patterson James,WMC 1,English,Non-Indian
243,1st to Die,Patterson James,Women\,NA,Non-Indian
244,2 Books on Tarot Cards,McIntyre Vonda N,NA,English,Non-Indian
245,2 Minutes 45 Seconds,Simmons Dan,NA,English,Non-Indian
246,2 Minutes 45 Seconds,Simmons Dan,NA,English,Non-Indian
247,2 The Fall of Hyperion,Simmons Dan,Hyperion,English,Non-Indian
248,20 Days,Mulford Clarence E,Bar,English,Non-Indian
249,20 Of The Greatest Blunders In Science In The Last 20,Newman Judith,NA,English,Non-Indian
250,20 Things That Won\,NA,NA,NA,Non-Indian
251,20000 Leagues Under the Sea,Verne Jules,NA,English,Non-Indian
252,20000 Leagues Under The Sea,Verne Jules,NA,English,Non-Indian
253,20000 Leagues Under the Sea,Verne Jules,NA,English,Non-Indian
254,2002 -Sharpe\,NA,NA,NA,Non-Indian
255,2150 AD,Alexander Thea,NA,English,Non-Indian
256,2150 AD,Alexander Thea,NA,English,Non-Indian
257,24 Hours,Iles Greg,NA,English,Non-Indian
258,24 Views Of Mt Fuji By Hokusai Illustrated,Zelazny Roger,NA,English,Non-Indian
259,2550 Ad The Freedom Fighters Of Trelandar,Bigge Jerome,Warlady 9,English,Non-Indian
260,2550 Ad The Freedom Fighters Of Trelandar,Bigge Jerome,Warlady 9,English,Non-Indian
261,2565 Ad Book 01,Bigge Jerome,Warlady 1,English,Non-Indian
262,2565 Ad Book 01,Bigge Jerome,Warlady 1,English,Non-Indian
263,2565 Ad Book 02,Bigge Jerome,Warlady 2,English,Non-Indian
264,2565 Ad Book 02,Bigge Jerome,Warlady 2,English,Non-Indian
265,2565 Ad Book 1,Bigge Jerome,Warlady 1,English,Non-Indian
266,2565 Ad Book 1,Bigge Jerome,Warlady 1,English,Non-Indian
267,2565 Ad Book 1,Bigge Jerome,Warlady 1,English,Non-Indian
268,2565 Ad Book 1,Bigge Jerome,Warlady 1,English,Non-Indian
269,2565 Ad Book 2,Bigge Jerome,Warlady 2,English,Non-Indian
270,2565 Ad Book 2,Bigge Jerome,Warlady 1,English,Non-Indian
271,2565 Ad Book 2,Bigge Jerome,Warlady 1,English,Non-Indian
272,2565 Ad Book 2,Bigge Jerome,Warlady 2,English,Non-Indian
273,2565 Ad Book 2,Bigge Jerome,Warlady 4,English,Non-Indian
274,2565 Ad Book 2,Bigge Jerome,Warlady 4,English,Non-Indian
275,2565 Ad Book 2,Bigge Jerome,Warlady 4,English,Non-Indian
276,2565 Ad Book 2,Bigge Jerome,Warlady 4,English,Non-Indian
277,2565 Ad Book 2,Bigge Jerome,Warlady 4,English,Non-Indian
278,2565 Ad Book 2,Bigge Jerome,Warlady 4,English,Non-Indian
279,2565 Ad Book 2,Bigge Jerome,Warlady 4,English,Non-Indian
280,2566 Ad The Queen Of Swords,Bigge Jerome,Warlady 3,English,Non-Indian
281,2566 Ad The Queen Of Swords,Bigge Jerome,Warlady 3,English,Non-Indian
282,2567 Ad The Warlady Of Dularn,Bigge Jerome,Warlady 5,English,Non-Indian
283,2567 Ad The Warlady Of Dularn,Bigge Jerome,Warlady 5,English,Non-Indian
284,2568 Ad In Harms Way,Bigge Jerome,Warlady 6,English,Non-Indian
285,2568 Ad In Harms Way,Bigge Jerome,Warlady 6,English,Non-Indian
286,2569 Ad The Dularnian Queen,Bigge Jerome,Warlady 7,English,Non-Indian
287,2569 Ad The Dularnian Queen,Bigge Jerome,Warlady 7,English,Non-Indian
288,2570 Ad The Queen Of Time,Bigge Jerome,Warlady 8,English,Non-Indian
289,2570 Ad The Queen Of Time,Bigge Jerome,Warlady 8,English,Non-Indian
290,Demons of the Dancing Gods - 2DG,Chalker Jack L,NA,English,Non-Indian
291,2nd Chance,Patterson James,NA,English,Non-Indian
292,2nd Chance,Patterson James,The Women\,NA,Non-Indian
293,2nd Chance,Patterson James,WMC 2,English,Non-Indian
294,2nd Chance,Patterson James,Women\,NA,Non-Indian
295,2XS,Findley Nigel,Shadowrun 4,English,Non-Indian
296,3 Baby; 4 Blondie; 5 Bikini,Skye Christina,Code Name 3 5,English,Non-Indian
297,3 Destiny (2001),Shayne Maggie,Witch,English,Non-Indian
298,3 Flandry Novels,Anderson Poul,NA,English,Non-Indian
299,3 Games of State,Clancy Tom,OP Center,English,Non-Indian
300,3 King Henry VI,Shakespeare William,NA,English,Non-Indian
301,3 muskateers,Dumas Alexandre,NA,English,Non-Indian
302,3 Star Brothers,Bova Ben,NA,English,Non-Indian
304,3 the Long View,Busby F M,NA,English,Non-Indian
305,3 The Ship Who Returned,McCaffrey Anne,Ship 1-03,English,Non-Indian
306,3 The Trouble With Witches,Damsgaard Shirley,NA,English,Non-Indian
307,3 Wings,Pratchett Terry,NA,English,Non-Indian
308,36,Lawson Chris,Matthew 24,English,Non-Indian
309,3rd Degree,Patterson James,NA,English,Non-Indian
310,3rd Degree,Patterson James,NA,English,Non-Indian
311,3rd Degree,Patterson James,The Women\,NA,Non-Indian
312,3rd Degree,Patterson James; Gross Andrew,Women\,NA,Non-Indian
313,3rd Degree,Patterson James,WMC 3,English,Non-Indian
314,3rd World Products Inc,Howdershelt Ed,NA,English,Non-Indian
315,4 50 From Paddington,Christie Agatha,Miss Marple 9,English,Non-Indian
316,4 50 from Paddington,Christie Agatha,Miss Marple 9,English,Non-Indian
317,4 50 From Paddington,Christie Agatha,Miss Marple 9,English,Non-Indian
318,4 A Dozen Black Roses,Collins Nancy A,NA,English,Non-Indian
320,40000 in Gehenna,Cherryh C J,NA,English,Non-Indian
321,42 Days For Murder,Torrey Roger,NA,English,Non-Indian
322,\,NA,NA,NA,Non-Indian
323,4th of July,Patterson James,NA,English,Non-Indian
324,4th of July,Patterson James,The Women\,NA,Non-Indian
325,4th of July,Patterson James,WMC 4,English,Non-Indian
326,4th of July,Patterson James,WMC 4,English,Non-Indian
327,4th Of July Picnic,Stout Rex,Nero Wolfe,English,Non-Indian
328,4th of July Picnic,Stout Rex,Nero Wolfe,English,Non-Indian
329,5 Bolos Books,Fawcett Bill,NA,English,Non-Indian
330,5 Investment Counselor,Card Orson Scott,Ender,English,Non-Indian
331,5 Sharpe\,NA,NA,NA,Non-Indian
332,5 Sharpe\,NA,NA,NA,Non-Indian
333,5 Sharpe\,NA,NA,NA,Non-Indian
334,5 Short Stories,Lansdale Joe R,NA,English,Non-Indian
335,5 Stories,Aldiss Brian Wilson,NA,English,Non-Indian
336,PATRICIA A,stevenlob,NA,Italian,Non-Indian
337,5 The White Dragon,McCaffrey Anne,NA,English,Non-Indian
338,5 Winter Prey,Sanford John,NA,English,Non-Indian
339,5271009,Bester Alfred,NA,English,Non-Indian
340,50 From Paddington What Mrs McGillicuddy Saw),Christie Agatha,Miss Marple 7,English,Non-Indian
341,555,Reed Robert,NA,English,Non-Indian
342,555,Reed Robert,NA,English,Non-Indian
343,6 sections,Crowley Aleister,NA,English,Non-Indian
344,6th Column,Heinlein Robert Anson,NA,English,Non-Indian
345,6th Column,Heinlein Robert Anson,NA,English,Non-Indian
346,6th Column,Heinlein Robert Anson,NA,English,Non-Indian
347,\, As a Synthetic Proposition,Castaneda Hector-Neri,NA,Non-Indian
348,7 Mind Prey,Sanford John,NA,English,Non-Indian
349,7 Short Stories,diFillipo Paul,NA,English,Non-Indian
350,72 Letters,Chiang Ted,NA,English,Non-Indian
351,7th Chapter,Turtledove Harry,NA,English,Non-Indian
352,7th Chapter,Turtledove Harry,NA,English,Non-Indian
353,7th Chapter,Turtledove Harry,NA,English,Non-Indian
354,7th Chapter,Turtledove Harry,NA,English,Non-Indian
355,7th Heaven,Patterson James,The Women\,NA,Non-Indian
356,7th Heaven,Patterson James,WMC 7,English,Non-Indian
357,8 Short Stories and Novellas,Dickson Gordon R,NA,English,Non-Indian
358,8 Short Stories and Novellas,Dickson Gordon R,NA,English,Non-Indian
359,8 Short Stories and Novellas,Dickson Gordon R,NA,English,Non-Indian
360,8 Short Stories and Novellas,Dickson Gordon R,NA,English,Non-Indian
361,8 Short Stories and Novellas,Dickson Gordon R,NA,English,Non-Indian
362,800 Leagues On The Amazon,Verne Jules,NA,English,Non-Indian
363,800 Leagues On The Amazon,Verne Jules,NA,English,Non-Indian
364,81-answers,Clinton Bill,NA,English,Non-Indian
365,9 Secret Prey,Sanford John,NA,English,Non-Indian
366,95 Theses,Luther Martin,NA,English,Non-Indian
367,99 Coffins,Wellington David,Laura Caxton 2,English,Non-Indian
368,A 1-D Rival to 2-D Semanatics,Bourgeois-Gironde Sacha,NA,English,Non-Indian
369,Essential Ellison - A 50 Year Retrospec,Ellison Harlan,NA,English,Non-Indian
370,Essential Ellison - A 50 Year Retrospec,Ellison Harlan,NA,English,Non-Indian
371,A baby for Emily,Gray Ginna,NA,English,Non-Indian
372,A Baby To Love,Kearney Susan,NA,English,Non-Indian
373,A Baby\,NA,NA,NA,Non-Indian
374,A Baby\,NA,NA,NA,Non-Indian
375,A Bad Day for Ali Baba,Gardner Craig Shaw,Arabian 2,English,Non-Indian
376,A Bad Day for Ali Baba,Gardner Craig Shaw,Arabian 2,English,Non-Indian
377,A Bad Day for Sales,Leiber Fritz,NA,English,Non-Indian
378,A Bad Day for Sales,Leiber Fritz,NA,English,Non-Indian
379,A Bad Day for Sales,Leiber Fritz,NA,English,Non-Indian
380,A Bad Day for Sales,Leiber Fritz,NA,English,Non-Indian
381,A Bad Day for Sales,Leiber Fritz,NA,English,Non-Indian
382,A Bad Day for Sales,Leiber Fritz,NA,English,Non-Indian
383,A Bad Spell in Yurt,Brittain C Dale,Wizard of Yurt 1,English,Non-Indian
384,A Bad Spell in Yurt,Brittain C Dale,Wizard of Yurt 1,English,Non-Indian
385,A Bait of Dreams,Clayton Jo,NA,English,Non-Indian
386,A Bait of Dreams,Clayton Jo,NA,English,Non-Indian
387,A Bank Fraud,Kipling Rudyard,NA,English,Non-Indian
388,A Barnstormer in Oz,Farmer Phillip Jose,NA,English,Non-Indian
389,A Barnstormer In Oz,Farmer Phillip Jose,NA,English,Non-Indian
390,A Barnstormer in Oz,Farmer Phillip Jose,NA,English,Non-Indian
391,A Barnstormer in Oz,Farmer Phillip Jose,NA,English,Non-Indian
392,A Baroque Fable,Yarbro Chelsea Quinn,NA,English,Non-Indian
393,A Bathroo,Heinlein Robert Anson,NA,English,Non-Indian
394,A Bathroom Of Her Own,Heinlein Robert Anson,NA,English,Non-Indian
395,A Bathroom of Her Own,Heinlein Robert Anson,NA,English,Non-Indian
396,A Bathroom of Her Own,Heinlein Robert Anson,NA,English,Non-Indian
397,A Bayesian Theory of Rational Acceptance,Kaplan Mark,NA,English,Non-Indian
398,A Beast for Norn,Martin George R R,Tuf Voyaging 5,English,Non-Indian
399,A Beast For Norn,Martin George R R,Tuf Voyaging 5,English,Non-Indian
400,a beautiful friendship,Weber David,NA,English,Non-Indian
401,A Bedroom In The Wee Hours Of The Morning,King Stephen,NA,English,Non-Indian
402,A Bedroom In The Wee Hours Of The Morning,King Stephen,NA,English,Non-Indian
403,A Bedroom In The Wee Hours Of The Morning,King Stephen,NA,English,Non-Indian
404,A Bedroom In The Wee Hours Of The Morning,King Stephen,NA,English,Non-Indian
405,A Bedroom In The Wee Hours Of The Morning,King Stephen,NA,English,Non-Indian
406,A Beguiling Intrigue,Toombs Jane,NA,English,Non-Indian
407,A Belated Bride,Hawkins Karen,Abductionseduction 2,English,Non-Indian
408,A Belated Guest,Howells William Dean,NA,English,Non-Indian
409,A Belated Guest,Howells William Dean,NA,English,Non-Indian
